recency,frequency,monetary,segment
2015-03-15,20,1454,P0
2014-11-15,26,1854,P0
2014-11-02,24,1616,P0
2015-03-14,22,1559,P0
2014-09-02,17,1234,P0
2014-07-31,10,648,P2
2015-02-03,20,1466,P0
2014-11-01,24,1694,P0
2014-11-10,22,1532,P0
2015-02-03,23,1549,P0
2014-12-08,21,1470,P0
2014-10-10,16,1149,P0
2014-06-12,15,963,P2
2015-02-21,20,1344,P0
2015-03-06,16,1021,P0
2014-11-17,23,1575,P0
2015-03-10,21,1428,P0
2015-02-20,22,1522,P0
2015-01-24,18,1348,P0
2015-01-19,18,1316,P0
2015-02-03,24,1348,P0
2015-02-12,23,1708,P0
2015-03-06,28,2158,P0
2015-03-02,14,958,P2
2015-02-15,19,1249,P0
2014-12-23,17,1239,P0
2015-02-17,18,1190,P0
2014-11-14,23,1675,P0
2015-02-27,23,1738,P0
2015-03-04,17,1230,P0
2015-03-07,22,1665,P0
2015-02-12,19,1288,P0
2015-03-15,23,1534,P0
2015-03-12,19,1344,P0
2015-02-27,19,1416,P0
2015-01-20,20,1439,P0
2015-03-14,16,1224,P0
2015-02-26,23,1629,P0
2015-03-08,25,1871,P0
2014-11-20,14,952,P2
2015-02-26,21,1523,P0
2014-11-22,16,1215,P0
2015-02-07,23,1662,P0
2015-01-08,22,1448,P0
2015-03-09,20,1427,P0
2014-09-17,20,1309,P0
2015-02-24,27,1956,P0
2015-01-06,15,968,P2
2014-11-27,17,1240,P0
2015-02-04,32,2327,P0
2014-03-07,15,1099,P0
2014-12-08,15,1051,P0
2014-11-29,17,1066,P0
2014-11-28,26,1924,P0
2015-02-07,14,995,P2
2015-03-02,21,1595,P0
2015-03-06,16,1102,P0
2015-03-03,26,2022,P0
2015-03-02,19,1229,P0
2015-01-28,20,1317,P0
2014-12-05,18,1252,P0
2015-02-11,19,1367,P0
2014-12-17,20,1350,P0
2015-01-27,17,1046,P0
2014-12-03,23,1759,P0
2015-03-08,23,1593,P0
2015-03-12,14,920,P2
2015-03-12,20,1385,P0
2015-03-13,19,1274,P0
2015-02-14,15,1044,P0
2015-01-29,25,1745,P0
2015-03-06,19,1323,P0
2015-03-02,18,1353,P0
2015-01-08,23,1703,P0
2014-11-28,20,1369,P0
2015-02-05,30,2086,P0
2015-01-10,21,1408,P0
2015-01-29,21,1360,P0
2015-03-02,23,1683,P0
2015-02-23,20,1313,P0
2014-12-29,19,1206,P0
2015-02-05,21,1464,P0
2014-12-10,17,1246,P0
2015-02-06,12,761,P2
2015-03-12,11,714,P2
2015-02-14,24,1671,P0
2015-01-11,24,1510,P0
2015-02-25,19,1474,P0
2014-10-21,29,2133,P0
2014-12-28,18,1372,P0
2015-02-23,24,1673,P0
2015-02-21,17,1357,P0
2015-01-19,20,1463,P0
2015-02-26,19,1251,P0
2014-07-16,16,1154,P0
2014-12-02,12,918,P2
2015-01-26,24,1840,P0
2015-02-14,25,1811,P0
2014-12-19,19,1444,P0
2014-07-24,22,1612,P0
2015-03-04,20,1351,P0
2014-11-01,21,1467,P0
2014-09-09,19,1416,P0
2014-12-26,18,1284,P0
2015-01-12,26,1979,P0
2015-01-21,18,1436,P0
2015-01-18,20,1487,P0
2015-01-25,22,1638,P0
2015-02-12,23,1631,P0
2015-03-10,19,1308,P0
2014-12-16,13,822,P2
2015-02-21,23,1372,P0
2015-01-26,17,1269,P0
2015-03-16,23,1753,P0
2014-12-23,14,768,P2
2014-12-29,16,1056,P0
2015-01-05,12,841,P2
2015-01-11,18,1283,P0
2015-02-07,20,1370,P0
2015-01-15,15,945,P2
2014-12-13,11,788,P2
2015-02-06,17,1221,P0
2015-02-12,31,2358,P0
2014-12-07,22,1322,P0
2014-11-17,22,1553,P0
2015-03-01,17,1221,P0
2015-01-15,14,966,P2
2015-02-24,21,1435,P0
2015-02-18,27,1691,P0
2014-10-16,17,1063,P0
2014-12-07,19,1358,P0
2015-01-17,15,975,P2
2014-08-03,16,1117,P0
2014-11-18,19,1274,P0
2014-10-30,16,1200,P0
2014-12-13,15,1037,P0
2015-03-13,21,1438,P0
2015-02-12,19,1300,P0
2015-03-16,26,1778,P0
2015-02-13,28,1996,P0
2015-02-19,22,1554,P0
2015-02-14,16,1223,P0
2015-03-13,19,1414,P0
2014-09-14,17,1127,P0
2015-03-15,28,1941,P0
2015-01-16,22,1549,P0
2015-01-30,17,1214,P0
2015-02-22,18,1226,P0
2014-12-05,34,2462,P0
2014-12-13,21,1660,P0
2015-03-10,26,1873,P0
2015-03-15,26,1634,P0
2015-02-21,21,1419,P0
2014-12-18,14,934,P2
2015-01-08,23,1646,P0
2015-02-25,25,1715,P0
2015-03-13,22,1611,P0
2015-02-06,24,1761,P0
2015-02-11,13,913,P2
2015-03-04,17,1211,P0
2014-08-24,22,1345,P0
2015-02-23,17,1106,P0
2015-03-13,19,1347,P0
2014-12-12,17,1164,P0
2015-01-17,21,1359,P0
2015-03-04,21,1435,P0
2014-09-23,18,1219,P0
2014-10-25,15,1039,P0
2014-07-31,18,1327,P0
2015-02-04,23,1604,P0
2015-02-20,20,1481,P0
2015-02-22,19,1409,P0
2015-03-14,27,2106,P0
2014-10-01,19,1348,P0
2015-02-09,17,1161,P0
2015-02-20,20,1349,P0
2015-02-27,21,1418,P0
2015-02-05,28,1997,P0
2015-01-07,21,1439,P0
2015-01-26,13,942,P2
2014-09-30,20,1355,P0
2014-11-03,22,1500,P0
2015-02-12,20,1464,P0
2015-03-10,20,1284,P0
2014-12-30,24,1801,P0
2015-01-30,26,1906,P0
2014-02-03,11,814,P2
2014-12-31,18,1241,P0
2015-02-07,12,805,P2
2014-12-16,24,1763,P0
2014-07-22,25,1657,P0
2015-02-16,12,709,P2
2014-12-24,25,1803,P0
2014-11-18,18,1123,P0
2014-08-03,27,1718,P0
2014-06-04,17,1274,P0
2015-01-04,16,1143,P0
2015-03-11,27,1701,P0
2015-01-19,20,1435,P0
2014-07-16,15,967,P2
2015-02-07,13,875,P2
2015-02-18,20,1561,P0
2015-03-09,22,1741,P0
2014-11-23,20,1319,P0
2015-02-22,23,1725,P0
2014-12-09,21,1478,P0
2015-02-06,19,1274,P0
2015-03-08,24,1693,P0
2015-01-09,18,1220,P0
2015-02-16,14,941,P2
2014-08-13,24,1621,P0
2015-02-05,17,1202,P0
2015-02-19,15,1045,P0
2014-10-10,31,2099,P0
2015-03-16,22,1489,P0
2015-02-07,23,1735,P0
2015-02-22,19,1364,P0
2014-08-07,14,928,P2
2015-03-06,27,1962,P0
2014-12-07,24,1593,P0
2015-01-30,24,1592,P0
2015-02-20,25,1739,P0
2015-02-07,17,1242,P0
2015-01-08,20,1358,P0
2014-07-24,20,1376,P0
2015-01-12,12,959,P2
2015-03-06,21,1531,P0
2015-03-13,15,1127,P0
2015-01-25,24,1619,P0
2015-03-15,17,1169,P0
2015-02-07,12,997,P2
2014-08-22,22,1418,P0
2014-12-15,21,1586,P0
2014-08-17,15,1081,P0
2015-02-21,22,1512,P0
2015-03-01,19,1364,P0
2015-02-09,16,1068,P0
2014-11-09,26,1921,P0
2014-09-08,15,1136,P0
2015-03-05,22,1559,P0
2014-10-23,16,1049,P0
2015-02-09,26,1681,P0
2014-11-26,14,918,P2
2014-12-20,20,1489,P0
2015-01-05,15,1012,P0
2015-02-22,19,1169,P0
2015-02-05,18,1195,P0
2014-07-15,16,1155,P0
2014-11-19,13,946,P2
2015-03-08,19,1235,P0
2014-11-27,16,970,P2
2015-02-19,21,1529,P0
2015-01-13,28,1781,P0
2014-12-30,23,1724,P0
2014-10-05,22,1444,P0
2015-01-03,15,1043,P0
2014-09-19,23,1489,P0
2015-01-14,21,1481,P0
2015-02-03,26,1836,P0
2014-12-06,13,876,P2
2015-03-08,21,1513,P0
2015-03-15,22,1512,P0
2015-03-15,18,1415,P0
2015-02-23,24,1616,P0
2014-10-10,18,1047,P0
2015-02-15,16,1203,P0
2014-12-21,21,1330,P0
2015-02-07,24,1654,P0
2015-01-13,25,1893,P0
2015-03-04,24,1583,P0
2015-03-13,23,1457,P0
2015-01-08,27,1917,P0
2015-01-24,18,1338,P0
2015-03-04,19,1205,P0
2015-02-04,19,1092,P0
2015-03-01,17,1299,P0
2015-02-12,17,1170,P0
2015-03-14,19,1261,P0
2014-12-03,16,1081,P0
2015-03-04,14,938,P2
2015-03-14,23,1500,P0
2015-01-27,26,1740,P0
2014-12-28,17,1115,P0
2015-02-07,22,1453,P0
2014-09-09,14,1079,P2
2015-01-18,21,1640,P0
2015-03-14,20,1437,P0
2015-01-02,23,1458,P0
2015-01-07,23,1631,P0
2015-02-24,21,1382,P0
2014-08-31,20,1238,P0
2015-01-21,17,1180,P0
2015-02-19,27,1994,P0
2014-11-03,23,1470,P0
2015-01-18,21,1511,P0
2014-12-16,19,1273,P0
2015-02-24,28,2057,P0
2015-03-02,23,1783,P0
2015-02-21,19,1319,P0
2015-03-05,23,1657,P0
2015-01-01,21,1676,P0
2015-02-21,24,1751,P0
2015-02-13,21,1315,P0
2015-02-17,17,1206,P0
2015-03-16,21,1402,P0
2015-03-04,14,1082,P2
2015-01-19,32,2302,P0
2015-02-27,20,1450,P0
2015-03-01,18,1140,P0
2014-12-29,17,1053,P0
2014-12-08,21,1531,P0
2015-01-16,21,1341,P0
2015-01-20,17,1270,P0
2015-03-10,17,1147,P0
2015-01-28,20,1434,P0
2015-03-10,18,1118,P0
2015-03-06,11,686,P2
2015-01-06,24,1586,P0
2015-03-15,17,1131,P0
2014-11-03,24,1693,P0
2015-02-17,19,1319,P0
2014-12-26,17,1357,P0
2014-10-08,20,1618,P0
2015-03-03,24,1635,P0
2015-02-03,12,931,P2
2015-03-06,22,1509,P0
2015-01-30,27,1931,P0
2014-10-27,10,655,P2
2014-11-26,20,1452,P0
2015-02-09,28,1984,P0
2015-01-08,16,1117,P0
2015-03-08,21,1571,P0
2015-03-09,19,1282,P0
2015-03-11,22,1424,P0
2015-01-12,16,1074,P0
2014-09-13,12,777,P2
2015-02-11,19,1374,P0
2015-03-16,17,1248,P0
2014-10-01,18,1317,P0
2014-12-27,20,1174,P0
2014-12-30,23,1443,P0
2015-01-02,24,1715,P0
2015-03-15,30,2062,P0
2015-02-11,20,1356,P0
2015-03-13,21,1509,P0
2015-02-19,20,1410,P0
2014-12-25,19,1304,P0
2014-08-25,20,1463,P0
2015-01-12,15,916,P2
2015-01-26,20,1395,P0
2014-12-21,21,1543,P0
2014-11-19,22,1488,P0
2015-03-11,23,1478,P0
2015-01-23,27,2063,P0
2014-12-02,17,1194,P0
2014-06-22,12,781,P2
2015-03-03,19,1351,P0
2014-12-02,20,1339,P0
2015-02-16,27,1790,P0
2015-02-16,21,1357,P0
2015-02-23,15,1061,P0
2014-12-22,26,1898,P0
2015-01-14,16,983,P2
2015-01-08,16,1075,P0
2015-02-06,15,1042,P0
2014-09-19,12,791,P2
2014-11-29,16,1261,P0
2015-02-16,15,1035,P0
2015-01-08,20,1264,P0
2014-10-02,22,1592,P0
2015-03-05,22,1554,P0
2015-01-28,20,1378,P0
2014-10-20,18,1312,P0
2015-01-25,19,1179,P0
2014-08-26,17,1133,P0
2014-12-18,20,1459,P0
2015-02-02,17,1155,P0
2014-12-24,31,2181,P0
2014-04-30,19,1333,P0
2015-01-28,14,973,P2
2015-03-07,18,1136,P0
2015-03-07,19,1220,P0
2014-11-29,19,1397,P0
2014-12-01,18,1152,P0
2014-10-28,20,1434,P0
2014-11-17,22,1531,P0
2014-12-01,25,1751,P0
2014-11-14,18,1285,P0
2014-12-31,12,978,P2
2015-01-30,18,1341,P0
2015-01-30,22,1665,P0
2015-01-26,19,1284,P0
2015-01-08,18,1205,P0
2015-01-06,19,1409,P0
2014-12-26,38,2647,P0
2014-08-11,16,1007,P0
2015-03-01,22,1544,P0
2014-11-21,20,1377,P0
2015-02-03,20,1376,P0
2015-02-02,16,1274,P0
2015-01-15,21,1445,P0
2014-12-16,15,1140,P0
2014-12-22,21,1474,P0
2015-01-16,30,2301,P0
2014-10-21,30,1990,P0
2014-05-27,18,1229,P0
2015-02-27,20,1368,P0
2015-01-26,28,1761,P0
2015-02-02,19,1307,P0
2014-12-23,10,660,P2
2015-03-16,24,1671,P0
2015-01-15,20,1264,P0
2015-02-07,22,1468,P0
2015-03-15,29,2017,P0
2014-11-06,20,1541,P0
2015-02-17,26,1755,P0
2014-08-17,16,1132,P0
2014-12-22,17,1118,P0
2014-12-02,16,967,P2
2015-02-19,24,1647,P0
2014-12-08,10,719,P2
2015-03-13,20,1497,P0
2015-01-27,20,1487,P0
2014-12-04,23,1801,P0
2014-12-08,19,1276,P0
2014-10-06,19,1081,P0
2015-03-09,21,1490,P0
2015-02-07,23,1811,P0
2015-03-12,23,1641,P0
2014-12-08,17,1287,P0
2015-02-03,31,2127,P0
2015-01-08,21,1543,P0
2014-10-07,20,1424,P0
2014-10-25,21,1531,P0
2014-08-10,11,885,P2
2014-09-03,21,1363,P0
2015-02-22,25,1738,P0
2015-03-04,24,1775,P0
2015-01-27,12,726,P2
2014-12-28,22,1705,P0
2014-09-09,16,1092,P0
2015-03-03,14,1000,P2
2015-02-25,13,804,P2
2014-12-06,19,1348,P0
2015-03-15,15,1023,P0
2015-03-15,16,1074,P0
2015-01-12,16,1010,P0
2015-02-27,20,1475,P0
2015-03-15,25,1596,P0
2015-03-06,20,1278,P0
2014-10-16,20,1353,P0
2014-12-06,14,818,P2
2015-03-03,18,1345,P0
2015-03-08,16,1076,P0
2015-01-09,22,1470,P0
2015-01-05,26,1868,P0
2015-03-02,21,1502,P0
2015-03-04,18,1412,P0
2015-01-22,21,1510,P0
2014-11-25,21,1662,P0
2015-02-07,19,1241,P0
2015-01-26,16,1051,P0
2015-03-09,19,1442,P0
2014-12-15,27,1894,P0
2015-03-04,20,1264,P0
2015-01-29,21,1506,P0
2015-03-09,26,1786,P0
2015-02-10,21,1446,P0
2014-11-11,22,1522,P0
2015-02-09,18,1231,P0
2015-01-24,16,1191,P0
2015-03-12,26,1741,P0
2015-03-05,14,1134,P2
2014-11-05,23,1444,P0
2014-12-28,21,1466,P0
2015-03-07,13,889,P2
2015-02-27,17,1101,P0
2015-03-16,18,1285,P0
2015-03-15,18,1061,P0
2014-03-09,16,1252,P0
2015-02-18,16,1109,P0
2015-02-12,22,1429,P0
2015-01-31,14,865,P2
2014-12-30,17,1388,P0
2014-11-13,28,2047,P0
2015-03-11,25,1803,P0
2015-03-16,20,1405,P0
2015-03-05,22,1491,P0
2015-02-28,10,753,P2
2014-04-18,18,1276,P0
2015-02-06,22,1464,P0
2015-02-11,26,1916,P0
2015-02-23,21,1565,P0
2013-12-21,16,1177,P0
2015-01-26,15,1230,P0
2015-01-16,23,1801,P0
2015-02-14,21,1491,P0
2015-01-30,12,761,P2
2015-01-19,39,2933,P0
2014-11-21,14,834,P2
2014-10-10,21,1389,P0
2014-12-07,19,1261,P0
2014-11-17,18,1221,P0
2015-02-16,20,1356,P0
2015-01-30,16,1090,P0
2014-12-18,23,1585,P0
2015-01-14,15,1048,P0
2015-01-05,22,1520,P0
2014-10-21,14,1042,P2
2015-03-07,16,1056,P0
2014-12-02,12,791,P2
2015-01-22,16,973,P2
2015-03-11,24,1718,P0
2014-09-16,12,684,P2
2014-11-19,18,1266,P0
2015-03-01,21,1336,P0
2015-01-11,23,1679,P0
2015-01-27,15,1056,P0
2015-02-01,18,1051,P0
2015-02-07,21,1387,P0
2015-01-27,25,1973,P0
2014-11-12,19,1443,P0
2015-03-15,23,1525,P0
2014-10-18,19,1270,P0
2015-01-26,15,1078,P0
2014-12-20,18,1210,P0
2014-12-10,19,1296,P0
2015-02-13,19,1386,P0
2014-11-07,17,1125,P0
2014-08-26,15,1101,P0
2014-12-16,22,1701,P0
2014-12-17,16,1204,P0
2014-12-31,27,2025,P0
2015-03-01,14,960,P2
2015-01-26,19,1349,P0
2015-02-15,20,1346,P0
2014-08-12,21,1559,P0
2015-01-11,17,1271,P0
2014-11-22,13,1019,P2
2015-03-14,19,1150,P0
2014-12-21,20,1507,P0
2015-03-02,22,1480,P0
2015-02-19,18,1282,P0
2014-11-24,15,1039,P0
2014-12-28,24,1688,P0
2014-12-20,20,1429,P0
2015-03-14,16,1179,P0
2014-12-20,23,1533,P0
2014-10-17,25,1598,P0
2015-02-04,23,1775,P0
2015-03-09,19,1223,P0
2015-03-16,17,1253,P0
2015-03-16,19,1307,P0
2015-02-11,20,1525,P0
2015-03-05,17,1294,P0
2015-03-16,14,920,P2
2015-02-10,16,1148,P0
2015-01-28,27,2057,P0
2014-12-19,21,1575,P0
2015-01-10,15,1043,P0
2014-12-04,18,1341,P0
2015-03-15,18,1339,P0
2015-03-09,21,1452,P0
2014-09-17,18,1292,P0
2015-03-04,23,1503,P0
2015-03-07,12,942,P2
2014-10-04,14,1141,P2
2014-12-10,18,1334,P0
2015-01-04,14,992,P2
2015-03-09,29,1944,P0
2015-02-21,22,1506,P0
2015-03-05,21,1670,P0
2015-02-17,18,1223,P0
2015-03-12,9,606,P2
2014-10-12,20,1429,P0
2014-11-19,18,1241,P0
2014-11-22,14,980,P2
2015-01-15,23,1605,P0
2014-12-25,24,1766,P0
2014-07-16,11,739,P2
2015-03-10,21,1421,P0
2014-12-03,18,1218,P0
2014-12-20,17,1173,P0
2014-12-09,18,1198,P0
2014-11-21,26,1617,P0
2014-09-07,21,1535,P0
2015-02-11,23,1575,P0
2015-03-05,17,1308,P0
2015-03-07,17,1045,P0
2015-03-16,21,1548,P0
2015-03-07,23,1767,P0
2014-12-20,28,2000,P0
2015-02-02,17,1268,P0
2015-01-23,11,809,P2
2015-02-22,21,1412,P0
2014-12-10,22,1637,P0
2015-03-06,24,1699,P0
2014-08-06,15,893,P2
2015-03-11,23,1523,P0
2014-10-29,23,1575,P0
2014-11-27,22,1346,P0
2014-11-21,18,1329,P0
2015-02-09,14,1100,P2
2014-05-16,11,756,P2
2014-12-03,19,1477,P0
2015-03-12,22,1532,P0
2015-01-21,15,1209,P0
2015-03-05,25,1457,P0
2015-03-02,16,1063,P0
2015-01-04,16,1095,P0
2015-01-25,20,1365,P0
2014-12-27,17,1175,P0
2015-02-18,22,1591,P0
2014-12-25,19,1341,P0
2015-03-16,32,2361,P0
2015-02-20,25,1582,P0
2015-03-06,12,824,P2
2015-02-13,24,1583,P0
2015-02-22,16,1178,P0
2014-11-08,11,669,P2
2015-02-02,12,694,P2
2014-08-04,20,1308,P0
2015-03-04,15,995,P2
2015-01-16,18,1293,P0
2014-10-27,24,1832,P0
2015-03-01,14,1007,P2
2014-12-15,19,1376,P0
2015-03-10,28,2081,P0
2015-03-03,20,1312,P0
2015-03-02,33,2331,P0
2015-02-10,16,924,P2
2014-11-04,15,1071,P0
2015-01-23,25,1786,P0
2015-02-26,13,777,P2
2015-01-13,28,1972,P0
2015-01-29,27,1892,P0
2015-01-08,14,965,P2
2015-01-22,25,1674,P0
2014-05-13,22,1466,P0
2015-01-10,23,1608,P0
2014-10-25,15,1020,P0
2014-12-13,9,574,P2
2015-01-25,18,1138,P0
2014-12-12,19,1205,P0
2014-11-24,25,1736,P0
2015-01-08,21,1416,P0
2014-12-13,26,1567,P0
2014-11-29,19,1367,P0
2014-03-09,14,1053,P2
2015-01-11,22,1451,P0
2015-02-24,15,1085,P0
2015-02-02,16,1335,P0
2015-01-16,18,1191,P0
2015-01-13,23,1744,P0
2014-07-27,16,1251,P0
2015-01-18,14,1153,P2
2015-03-05,21,1516,P0
2014-12-20,28,1988,P0
2014-10-30,18,1151,P0
2015-03-16,15,1115,P0
2015-03-16,20,1505,P0
2014-12-29,22,1657,P0
2015-01-01,22,1508,P0
2015-02-28,18,1146,P0
2015-01-31,24,1625,P0
2015-03-16,15,1084,P0
2014-11-26,17,1157,P0
2015-02-17,24,1760,P0
2014-12-14,23,1685,P0
2014-11-30,19,1376,P0
2015-02-14,19,1383,P0
2015-03-14,24,1520,P0
2014-12-05,20,1118,P0
2015-02-10,24,1638,P0
2014-12-03,19,1181,P0
2015-03-14,13,919,P2
2015-02-19,24,1728,P0
2015-01-11,30,2111,P0
2015-03-07,29,2008,P0
2015-01-13,17,1176,P0
2014-08-22,20,1463,P0
2015-03-02,18,1186,P0
2015-03-16,32,2449,P0
2015-01-11,28,2043,P0
2014-10-23,20,1333,P0
2014-12-25,23,1558,P0
2014-11-14,18,1302,P0
2015-02-20,21,1629,P0
2015-03-12,17,1309,P0
2014-11-07,24,1597,P0
2015-02-23,19,1306,P0
2015-02-28,28,1956,P0
2015-02-15,20,1315,P0
2015-02-19,15,1047,P0
2014-06-28,15,1135,P0
2015-02-22,17,1251,P0
2014-11-20,19,1315,P0
2015-02-12,23,1717,P0
2014-07-18,24,1737,P0
2014-10-04,28,1925,P0
2014-08-28,20,1383,P0
2015-02-10,23,1560,P0
2015-03-13,18,1238,P0
2014-12-26,19,1225,P0
2014-07-26,10,704,P2
2015-02-27,30,2157,P0
2015-02-03,17,1315,P0
2015-02-10,21,1457,P0
2015-01-07,11,693,P2
2015-03-15,20,1449,P0
2014-12-13,16,1101,P0
2015-03-12,19,1467,P0
2015-02-13,24,1609,P0
2015-01-19,25,1495,P0
2015-02-26,29,2138,P0
2014-05-19,19,1263,P0
2015-03-04,22,1546,P0
2015-01-23,19,1377,P0
2014-11-10,14,942,P2
2014-12-14,19,1293,P0
2014-11-09,26,1772,P0
2015-02-08,27,1955,P0
2015-02-04,16,1157,P0
2015-03-09,19,1286,P0
2015-01-04,22,1599,P0
2015-01-29,18,1258,P0
2014-12-08,22,1561,P0
2015-01-05,17,1103,P0
2014-09-26,27,1832,P0
2014-09-24,17,1245,P0
2015-02-13,18,1285,P0
2015-03-16,17,1257,P0
2015-03-09,23,1626,P0
2015-01-30,21,1422,P0
2015-03-06,33,2527,P0
2015-03-16,26,1769,P0
2014-12-19,24,1788,P0
2014-10-22,14,939,P2
2015-02-07,17,1268,P0
2014-11-19,18,1335,P0
2014-10-05,22,1375,P0
2015-02-25,13,894,P2
2014-12-26,23,1698,P0
2014-12-04,21,1432,P0
2015-01-25,30,2214,P0
2015-01-24,21,1368,P0
2015-01-20,16,1153,P0
2015-02-13,20,1393,P0
2014-12-19,18,1468,P0
2014-03-26,21,1521,P0
2015-03-04,21,1526,P0
2015-02-02,19,1276,P0
2014-10-18,24,1581,P0
2015-02-28,21,1607,P0
2014-12-13,12,740,P2
2015-03-07,22,1532,P0
2015-03-04,21,1329,P0
2014-11-03,15,1085,P0
2014-11-06,17,1073,P0
2014-08-03,24,1686,P0
2015-01-12,23,1740,P0
2014-12-27,24,1724,P0
2014-12-15,20,1417,P0
2014-10-11,13,852,P2
2014-11-27,15,905,P2
2015-03-12,22,1526,P0
2015-03-04,18,1228,P0
2015-02-15,17,1139,P0
2014-11-24,13,953,P2
2014-10-01,17,1237,P0
2015-02-24,15,908,P2
2015-02-21,25,1648,P0
2014-09-30,17,1124,P0
2015-02-17,19,1306,P0
2015-03-14,18,1175,P0
2015-01-30,23,1632,P0
2014-12-17,25,1715,P0
2014-05-24,20,1385,P0
2015-02-22,20,1380,P0
2014-12-13,13,985,P2
2014-09-28,10,827,P2
2014-11-23,22,1542,P0
2015-02-28,21,1427,P0
2014-10-29,17,1172,P0
2014-12-14,21,1502,P0
2015-03-09,23,1538,P0
2015-01-20,14,1043,P2
2015-02-16,24,1762,P0
2014-09-28,16,1077,P0
2015-02-23,19,1296,P0
2015-01-30,13,970,P2
2015-01-23,22,1613,P0
2014-11-01,19,1354,P0
2014-09-17,16,1273,P0
2014-07-31,20,1187,P0
2015-03-01,24,1606,P0
2015-02-23,18,1250,P0
2015-03-11,24,1707,P0
2014-12-16,17,1044,P0
2014-12-30,20,1348,P0
2015-01-26,14,932,P2
2015-03-05,22,1500,P0
2014-12-12,14,1092,P2
2015-03-03,16,1077,P0
2015-02-13,21,1628,P0
2015-03-11,17,1067,P0
2014-06-11,16,1197,P0
2014-10-23,23,1682,P0
2015-03-06,19,1223,P0
2015-02-16,18,1311,P0
2015-02-27,14,986,P2
2015-03-10,24,1668,P0
2015-01-11,18,1258,P0
2015-01-13,25,1818,P0
2015-01-28,18,1141,P0
2015-02-27,22,1629,P0
2014-10-18,15,975,P2
2015-02-24,16,1099,P0
2014-12-15,19,1349,P0
2015-02-09,22,1380,P0
2015-03-12,31,2337,P0
2015-03-08,11,718,P2
2015-01-12,20,1525,P0
2015-02-22,27,1959,P0
2014-08-30,18,1266,P0
2015-03-13,15,1232,P0
2015-03-03,19,1162,P0
2014-11-09,19,1209,P0
2014-09-27,20,1423,P0
2015-03-04,20,1598,P0
2015-02-27,17,1196,P0
2015-03-08,17,1188,P0
2015-01-28,22,1388,P0
2015-01-17,16,1138,P0
2015-01-31,22,1707,P0
2014-11-19,20,1365,P0
2015-01-09,20,1313,P0
2015-02-26,21,1382,P0
2015-03-15,18,1396,P0
2014-11-09,20,1299,P0
2015-03-15,22,1605,P0
2014-09-25,14,1046,P2
2015-03-15,26,1721,P0
2014-12-11,19,1271,P0
2014-10-18,18,1134,P0
2015-03-04,14,874,P2
2015-02-22,19,1146,P0
2014-09-22,27,2074,P0
2014-07-26,18,1208,P0
2015-02-15,20,1294,P0
2015-03-09,22,1613,P0
2015-01-20,25,1767,P0
2014-11-28,18,1269,P0
2015-03-08,23,1595,P0
2015-01-01,17,1107,P0
2015-02-27,15,1046,P0
2015-03-14,17,1276,P0
2015-03-14,19,1308,P0
2014-09-19,23,1578,P0
2015-02-19,16,1219,P0
2014-11-01,17,1248,P0
2015-02-19,20,1351,P0
2015-01-21,19,1470,P0
2014-12-27,22,1551,P0
2015-01-21,19,1453,P0
2015-02-12,16,1177,P0
2015-02-19,20,1368,P0
2015-02-08,27,1862,P0
2015-02-15,23,1685,P0
2015-02-24,25,1831,P0
2014-10-14,18,1347,P0
2015-02-19,21,1577,P0
2015-02-21,27,2151,P0
2014-08-31,18,1240,P0
2015-01-07,23,1520,P0
2015-01-26,18,1254,P0
2015-03-09,20,1451,P0
2015-01-25,18,1305,P0
2015-02-02,25,1643,P0
2014-11-15,17,1354,P0
2014-12-13,18,1108,P0
2015-01-22,20,1249,P0
2015-01-09,24,1570,P0
2014-06-29,19,1294,P0
2015-01-07,21,1448,P0
2014-07-27,20,1399,P0
2015-02-08,15,1063,P0
2015-01-03,20,1437,P0
2014-09-28,19,1435,P0
2015-02-15,25,1804,P0
2015-01-03,18,1311,P0
2015-03-06,21,1389,P0
2015-03-06,13,942,P2
2014-11-29,20,1457,P0
2015-03-10,20,1408,P0
2015-02-28,16,1161,P0
2015-02-08,17,1118,P0
2014-08-02,22,1555,P0
2014-10-14,19,1353,P0
2015-02-28,19,1407,P0
2014-12-21,21,1497,P0
2015-02-23,19,1242,P0
2014-07-31,18,1339,P0
2015-01-11,27,1870,P0
2015-02-26,18,1253,P0
2015-02-24,15,1010,P0
2014-12-30,23,1482,P0
2014-09-21,19,1262,P0
2014-03-05,14,1091,P2
2015-02-12,15,955,P2
2015-01-20,23,1761,P0
2015-03-02,20,1437,P0
2015-03-08,17,1143,P0
2015-02-04,24,1775,P0
2015-02-27,14,999,P2
2015-03-15,26,1960,P0
2015-01-28,20,1319,P0
2014-11-28,15,896,P2
2014-10-18,26,1669,P0
2015-03-14,23,1532,P0
2015-02-04,27,1855,P0
2015-03-05,21,1340,P0
2015-03-15,18,1287,P0
2015-03-09,25,1850,P0
2015-02-26,17,1237,P0
2015-01-10,18,1162,P0
2015-01-11,23,1559,P0
2014-12-26,19,1294,P0
2015-03-13,18,1167,P0
2015-03-12,24,1660,P0
2015-02-15,16,1172,P0
2015-03-13,19,1381,P0
2015-01-16,28,2247,P0
2015-02-10,18,1332,P0
2014-06-26,23,1629,P0
2014-12-26,15,1132,P0
2014-10-17,26,1853,P0
2015-02-04,21,1484,P0
2015-01-19,18,1307,P0
